days,miles,receipts,expected,actual,error,per_diem,mileage,receipts_band,sweet_spot,vacation_penalty,extra_penalty,rounding_bonus,efficiency,spend_per_day
3,41.0,4.52,320.12,248.39370888294195,-71.72629111705805,246,22.393708882941976,-20,1.0,1.0,1.0,1.0,1.0,0,13.666666666666666,1.5066666666666666
1,140.0,22.71,199.68,143.2,-56.48000000000002,82,81.19999999999999,-20,1.0,1.0,1.0,1.0,1.0,0,140.0,22.71
3,121.0,21.17,464.07,292.0887506057556,-171.9812493942444,246,66.08875060575558,-20,1.0,1.0,1.0,1.0,1.0,0,40.333333333333336,7.0566666666666675
3,117.0,21.99,359.1,309.9039985196149,-49.19600148038512,246,63.9039985196149,-20,1.0,1.0,1.0,1.0,1.0,20,39.0,7.329999999999999
2,202.0,21.24,356.17,255.77370849898477,-100.39629150101524,164,111.77370849898476,-20,1.0,1.0,1.0,1.0,1.0,0,101.0,10.62
3,80.0,21.05,366.87,269.6950417228136,-97.17495827718642,246,43.695041722813606,-20,1.0,1.0,1.0,1.0,1.0,0,26.666666666666668,7.016666666666667
2,21.0,20.04,204.58,155.6879393923934,-48.89206060760662,164,11.6879393923934,-20,1.0,1.0,1.0,1.0,1.0,0,10.5,10.02
3,177.0,18.73,430.86,322.6752798117251,-108.18472018827492,246,96.6752798117251,-20,1.0,1.0,1.0,1.0,1.0,0,59.0,6.243333333333333
1,141.0,10.15,195.14,143.78,-51.359999999999985,82,81.78,-20,1.0,1.0,1.0,1.0,1.0,0,141.0,10.15
1,58.0,5.86,117.24,95.64,-21.599999999999994,82,33.64,-20,1.0,1.0,1.0,1.0,1.0,0,58.0,5.86
1,133.0,8.34,179.06,139.14,-39.920000000000016,82,77.14,-20,1.0,1.0,1.0,1.0,1.0,0,133.0,8.34
1,59.0,8.31,120.65,96.22,-24.430000000000007,82,34.22,-20,1.0,1.0,1.0,1.0,1.0,0,59.0,8.31
2,89.0,13.85,234.2,193.53460028204822,-40.66539971795177,164,49.53460028204822,-20,1.0,1.0,1.0,1.0,1.0,0,44.5,6.925
2,147.0,17.43,325.56,225.8155757467538,-99.7444242532462,164,81.81557574675381,-20,1.0,1.0,1.0,1.0,1.0,0,73.5,8.715
5,130.0,306.9,574.1,709.8260213931995,135.72602139319952,410,69.65102139319957,230.17499999999998,1.0,1.0,1.0,1.0,1.0,0,26.0,61.379999999999995
5,173.0,1337.9,1443.96,1352.2657756069368,-91.69422439306322,410,92.68943616171943,849.5763394452174,1.0,1.0,1.0,1.0,1.0,0,34.6,267.58000000000004
5,592.0,433.75,869.0,932.6279175279993,63.62791752799933,410,197.31541752799933,325.3125,1.0,1.0,1.0,1.0,1.0,0,118.4,86.75
5,679.0,476.08,1030.41,984.3854175279994,-46.0245824720007,410,217.32541752799932,357.06,1.0,1.0,1.0,1.0,1.0,0,135.8,95.216
5,708.0,1129.52,1654.62,1472.121613690562,-182.49838630943782,410,223.99541752799934,838.1261961625628,1.0,1.0,1.0,1.0,1.0,0,141.6,225.904
5,261.0,464.94,621.12,879.8904175279993,258.77041752799926,410,121.18541752799933,348.705,1.0,1.0,1.0,1.0,1.0,0,52.2,92.988
5,794.0,511.0,1139.94,1037.0254175279993,-102.9145824720008,410,243.77541752799934,383.25,1.0,1.0,1.0,1.0,1.0,0,158.8,102.2
5,521.0,1448.55,1624.01,1660.5451001718843,36.535100171884324,410,180.98541752799935,852.9668434910307,1.0,1.0,1.0,1.15,1.0,0,104.2,289.71
5,595.0,863.93,1231.67,1569.6074318966118,337.93743189661177,410,198.00541752799933,756.8706102081851,1.0,1.0,1.0,1.15,1.0,0,119.0,172.786
5,811.0,952.39,1608.6,1430.4018919895575,-178.1981080104424,410,247.68541752799933,772.7164744615582,1.0,1.0,1.0,1.0,1.0,0,162.2,190.478
5,477.0,704.42,1045.96,1480.1107176499606,434.1507176499606,410,170.86541752799934,706.1873804284883,1.0,1.0,1.0,1.15,1.0,0,95.4,140.884
5,730.0,485.73,991.49,1003.3529175279994,11.862917527999343,410,229.05541752799934,364.2975,1.0,1.0,1.0,1.0,1.0,0,146.0,97.146
5,262.0,1173.79,1485.59,1373.0463190700248,-112.54368092997515,410,121.41541752799934,841.6309015420253,1.0,1.0,1.0,1.0,1.0,0,52.4,234.75799999999998
5,446.0,219.98,788.62,738.7204175279993,-49.8995824720007,410,163.73541752799935,164.98499999999999,1.0,1.0,1.0,1.0,1.0,0,89.2,43.995999999999995
5,751.0,407.43,1063.46,949.4579175279994,-114.00208247200067,410,233.88541752799932,305.5725,1.0,1.0,1.0,1.0,1.0,0,150.2,81.486
5,324.0,128.94,686.54,642.3804175279994,-44.15958247200058,410,135.67541752799934,96.705,1.0,1.0,1.0,1.0,1.0,0,64.8,25.788
5,414.0,967.0,1368.94,1542.517975996384,173.57797599638388,410,156.37541752799933,774.9445615992912,1.0,1.0,1.0,1.15,1.0,0,82.8,193.4
5,367.0,290.78,742.25,773.6504175279993,31.400417527999252,410,145.56541752799933,218.08499999999998,1.0,1.0,1.0,1.0,1.0,0,73.4,58.15599999999999
5,764.0,848.75,1468.46,1400.500740492076,-67.95925950792412,410,236.87541752799933,753.6253229640765,1.0,1.0,1.0,1.0,1.0,0,152.8,169.75
5,249.0,873.75,1185.24,1287.2978051586044,102.05780515860442,410,118.42541752799933,758.8723876306051,1.0,1.0,1.0,1.0,1.0,0,49.8,174.75
8,862.0,1817.85,1719.37,2040.1914753172196,320.82147531721967,656,257.9168542494924,860.1626895046118,1.0,1.0,1.0,1.15,1.0,0,107.75,227.23125
11,927.0,1994.33,1779.12,2036.5389521006687,257.4189521006688,902,272.0341815132442,862.5047705874244,1.0,1.0,1.0,1.0,1.0,0,84.27272727272727,181.30272727272725
9,602.0,186.69,1085.4,914.4392083333332,-170.96079166666686,738,197.79333333333335,140.01749999999998,1.0,0.85,1.0,1.0,1.0,0,66.88888888888889,20.743333333333332
8,610.0,208.29,841.27,860.3482011120685,19.07820111206854,656,199.95685424949238,156.2175,1.0,0.85,1.0,1.0,1.0,0,76.25,26.03625
12,333.0,1103.21,1618.13,1563.7068622267443,-54.4231377732558,984,135.20880215351698,835.4247756299134,1.0,0.8,1.0,1.0,1.0,0,27.75,91.93416666666667
8,435.0,1129.65,1525.26,1653.8449966549533,128.58499665495333,656,159.70685424949238,838.1381424054608,1.0,1.0,1.0,1.0,1.0,0,54.375,141.20625
9,218.0,1203.45,1561.63,1690.9850931969224,129.35509319692233,738,109.47333333333333,843.5117598635891,1.0,1.0,1.0,1.0,1.0,0,24.22222222222222,133.71666666666667
12,781.0,1159.18,1752.72,1650.2658070800999,-102.45419291990015,984,238.24880215351698,840.5834566966078,1.0,0.8,1.0,1.0,1.0,0,65.08333333333333,96.59833333333334
11,916.0,1036.91,2098.07,1595.8357113355557,-502.2342886644444,902,269.50418151324425,823.2904576562003,1.0,0.8,1.0,1.0,1.0,0,83.27272727272727,94.26454545454546
10,358.0,2066.62,1624.11,1824.7457685696868,200.6357685696869,820,141.39964425626943,863.3461243134172,1.0,1.0,1.0,1.0,1.0,0,35.8,206.66199999999998
12,566.0,2013.7,1752.03,2035.5348600307989,283.5048600307989,984,188.798802153517,862.7360578772817,1.0,1.0,1.0,1.0,1.0,0,47.166666666666664,167.80833333333334
9,954.0,1483.39,2024.2,2151.2082806801805,127.0082806801804,738,278.75333333333333,853.862562910302,1.0,1.0,1.0,1.15,1.0,0,106.0,164.82111111111112
9,534.0,1929.94,1624.87,1781.8555497756215,156.98554977562162,738,182.15333333333334,861.7022164422883,1.0,1.0,1.0,1.0,1.0,0,59.333333333333336,214.4377777777778
12,765.0,1343.97,1953.03,2068.3581701361227,115.32817013612271,984,234.56880215351703,849.7893679826055,1.0,1.0,1.0,1.0,1.0,0,63.75,111.9975
8,630.0,967.69,1388.05,1880.9451109332422,492.8951109332422,656,204.5568542494924,775.0475900402837,1.0,1.0,1.0,1.15,1.0,0,78.75,120.96125
10,909.0,696.0,1505.19,1789.7387480739553,284.54874807395527,820,268.1296442562694,701.609103817686,1.0,1.0,1.0,1.0,1.0,0,90.9,69.6
10,223.0,745.89,1037.45,1406.5649249611292,369.1149249611292,820,110.34964425626941,724.4326204038828,1.0,0.85,1.0,1.0,1.0,0,22.3,74.589
8,467.0,1178.71,1483.33,1665.030866037881,181.70086603788104,656,167.0668542494924,841.9640117883885,1.0,1.0,1.0,1.0,1.0,0,58.375,147.33875
9,708.0,461.07,1110.6,1110.0794583333334,-0.5205416666665315,738,222.17333333333335,345.8025,1.0,0.85,1.0,1.0,1.0,0,78.66666666666667,51.23
9,885.0,1764.97,1694.37,2139.281667072336,444.91166707233606,738,262.8833333333333,859.3615945556546,1.0,1.0,1.0,1.15,1.0,0,98.33333333333333,196.10777777777778
6,855.0,591.35,1339.72,1192.694472647422,-147.02552735257814,492,257.1819726474218,443.51250000000005,1.0,1.0,1.0,1.0,1.0,0,142.5,98.55833333333334
2,993.0,54.24,715.19,498.3837084989848,-216.80629150101527,164,293.7037084989848,40.68,1.0,1.0,1.0,1.0,1.0,0,496.5,27.12
5,685.0,747.14,1216.36,1353.6040950201823,137.24409502018239,410,218.70541752799934,724.898677492183,1.0,1.0,1.0,1.0,1.0,0,137.0,149.428
3,981.0,341.45,813.95,790.955104307034,-22.994895692965997,246,288.867604307034,256.0875,1.0,1.0,1.0,1.0,1.0,0,327.0,113.81666666666666
5,770.0,873.33,1502.49,1407.0436643976764,-95.44633560232364,410,238.25541752799933,758.788246869677,1.0,1.0,1.0,1.0,1.0,0,154.0,174.666
6,697.0,651.64,1237.71,1587.9581436983642,350.2481436983642,492,220.8419726474218,667.9911957859384,1.0,1.0,1.0,1.15,1.0,0,116.16666666666667,108.60666666666667
3,795.0,450.85,743.94,830.225104307034,86.28510430703398,246,246.087604307034,338.13750000000005,1.0,1.0,1.0,1.0,1.0,0,265.0,150.28333333333333
3,606.0,1184.23,1364.54,1290.9446623625108,-73.59533763748914,246,202.61760430703401,842.3270580554769,1.0,1.0,1.0,1.0,1.0,0,202.0,394.74333333333334
3,842.0,865.37,1251.14,1260.0663518912131,8.926351891213017,246,256.89760430703404,757.1687475841791,1.0,1.0,1.0,1.0,1.0,0,280.6666666666667,288.45666666666665
7,748.0,241.73,971.31,987.3849315681476,16.07493156814769,574,232.08743156814765,181.29749999999999,1.0,1.0,1.0,1.0,1.0,0,106.85714285714286,34.53285714285714
7,624.0,148.16,905.79,755.3843168329255,-150.40568316707447,574,203.56743156814764,111.12,1.0,0.85,1.0,1.0,1.0,0,89.14285714285714,21.165714285714284
2,713.0,740.33,1048.28,1450.2982981173545,402.01829811735456,164,229.30370849898478,722.3103669759032,1.0,1.0,1.3,1.0,1.0,0,356.5,370.165
3,874.0,1191.4,1515.99,1353.0404012676745,-162.9495987323255,246,264.25760430703406,842.7827969606406,1.0,1.0,1.0,1.0,1.0,0,291.3333333333333,397.1333333333334
6,761.0,530.19,1120.1,1125.2044726474219,5.1044726474219715,492,235.56197264742178,397.64250000000004,1.0,1.0,1.0,1.0,1.0,0,126.83333333333333,88.36500000000001
1,815.0,97.89,539.36,412.8675,-126.4925,82,257.45,73.4175,1.0,1.0,1.0,1.0,1.0,0,815.0,97.89
1,601.0,497.7,644.12,733.173025,89.05302500000005,82,208.23,373.275,1.0,1.0,1.3,1.0,0.85,0,601.0,497.7
7,817.0,1127.87,1809.91,1908.9206037718543,99.01060377185422,574,247.95743156814763,837.9735282334649,1.0,1.0,1.0,1.15,1.0,0,116.71428571428571,161.1242857142857
1,606.0,923.0,1050.05,1170.549587172279,120.499587172279,82,209.38,767.9408933685781,1.0,1.0,1.3,1.0,0.85,0,606.0,923.0
1,909.0,741.82,866.07,1197.7726842167515,331.70268421675144,82,279.07,722.887180286653,1.0,1.0,1.3,1.0,0.85,0,909.0,741.82
3,624.0,1160.92,1459.34,1293.4707114420846,-165.8692885579153,246,206.75760430703403,840.7131071350506,1.0,1.0,1.0,1.0,1.0,0,208.0,386.97333333333336
4,650.0,619.49,676.38,1175.5965329237945,499.2165329237945,328,211.5,616.0965329237945,1.0,1.0,1.0,1.0,1.0,20,162.5,154.8725
6,204.0,818.99,628.4,1366.0989876399817,737.6989876399817,492,107.4519726474218,746.64701499256,1.0,1.0,1.0,1.0,1.0,20,34.0,136.49833333333333
1,263.0,396.49,198.42,682.81475,484.39475000000004,82,130.48999999999998,297.3675,1.0,1.0,1.3,1.0,1.0,20,263.0,396.49
1,451.0,555.49,162.18,762.9439874999999,600.7639875,82,173.73,416.6175,1.0,1.0,1.3,1.0,0.85,20,451.0,555.49
10,424.0,474.99,831.96,1152.898822617829,320.9388226178289,820,156.5796442562694,356.2425,1.0,0.85,1.0,1.0,1.0,20,42.4,47.499
2,565.0,389.49,415.96,671.3812084989847,255.42120849898475,164,195.26370849898478,292.1175,1.0,1.0,1.0,1.0,1.0,20,282.5,194.745
9,397.0,348.49,913.29,997.5092083333333,84.21920833333331,738,150.64333333333332,261.3675,1.0,0.85,1.0,1.0,1.0,20,44.111111111111114,38.721111111111114
1,532.0,413.99,355.57,666.2620125,310.6920125,82,192.35999999999999,310.4925,1.0,1.0,1.3,1.0,0.85,20,532.0,413.99
2,384.0,495.49,290.36,709.2512084989849,418.89120849898484,164,153.63370849898476,371.6175,1.0,1.0,1.0,1.0,1.0,20,192.0,247.745
5,754.0,489.99,765.13,1032.0679175279993,266.9379175279993,410,234.57541752799932,367.4925,1.0,1.0,1.0,1.0,1.0,20,150.8,97.998
1,344.46,813.85,707.88,1079.1126191986816,371.2326191986816,82,149.2258,745.3467060621552,1.0,1.0,1.3,1.0,0.85,0,344.46,813.85
3,906.3,540.03,848.42,922.7091043070341,74.28910430703411,246,271.68660430703403,405.0225,1.0,1.0,1.0,1.0,1.0,0,302.09999999999997,180.01
3,1007.56,187.52,764.64,681.616404307034,-83.02359569296596,246,294.97640430703404,140.64000000000001,1.0,1.0,1.0,1.0,1.0,0,335.8533333333333,62.50666666666667
1,359.62,221.15,255.57,400.5751,145.00510000000003,82,152.71259999999998,165.8625,1.0,1.0,1.0,1.0,1.0,0,359.62,221.15
1,362.79,749.19,636.51,1062.011371451443,425.501371451443,82,153.4417,725.6545637569619,1.0,1.0,1.3,1.0,0.85,0,362.79,749.19
1,288.72,159.26,303.94,337.8506,33.91059999999999,82,136.4056,119.445,1.0,1.0,1.0,1.0,1.0,0,288.72,159.26
2,782.17,830.72,1165.44,1280.3822237184106,114.94222371841056,164,245.21280849898477,749.5041360425632,1.0,1.0,1.3,1.0,0.85,0,391.085,415.36
2,623.18,347.54,625.15,633.3001084989849,8.150108498984878,164,208.64510849898477,260.65500000000003,1.0,1.0,1.0,1.0,1.0,0,311.59,173.77
3,1061.15,388.5,693.36,844.677104307034,151.31710430703401,246,307.302104307034,291.375,1.0,1.0,1.0,1.0,1.0,0,353.7166666666667,129.5
1,252.75,285.5,331.74,424.2575,92.51749999999998,82,128.1325,214.125,1.0,1.0,1.0,1.0,1.0,0,252.75,285.5
3,1020.39,250.62,779.08,731.8923043070341,-47.18769569296592,246,297.92730430703403,187.965,1.0,1.0,1.0,1.0,1.0,0,340.13,83.54
1,257.97,816.81,738.01,1057.9627708080518,319.9527708080518,82,129.3331,746.0992717719926,1.0,1.0,1.3,1.0,0.85,0,257.97,816.81
3,1025.03,592.55,992.4,989.407004307034,-2.9929956929660193,246,298.99450430703405,444.41249999999997,1.0,1.0,1.0,1.0,1.0,0,341.6766666666667,197.51666666666665
2,794.32,402.31,671.06,713.7398084989848,42.67980849898481,164,248.00730849898477,301.7325,1.0,1.0,1.0,1.0,1.0,0,397.16,201.155
1,276.85,485.54,361.66,640.7127025000001,279.05270250000007,82,133.6755,364.15500000000003,1.0,1.0,1.3,1.0,0.85,0,276.85,485.54
2,851.68,473.96,650.68,780.6701084989847,129.9901084989848,164,261.2001084989848,355.46999999999997,1.0,1.0,1.0,1.0,1.0,0,425.84,236.98
3,859.12,611.07,960.47,1093.8249712380534,133.3549712380534,246,260.835204307034,586.9897669310194,1.0,1.0,1.0,1.0,1.0,0,286.37333333333333,203.69000000000003
3,1317.07,476.87,787.42,969.8162043070341,182.39620430703417,246,366.16370430703404,357.65250000000003,1.0,1.0,1.0,1.0,1.0,0,439.0233333333333,158.95666666666668
1,388.1,827.37,741.46,1093.9126417571088,352.4526417571087,82,159.26299999999998,748.7031916353925,1.0,1.0,1.3,1.0,0.85,0,388.1,827.37
1,264.39,758.27,636.19,1040.5704866941508,404.3804866941507,82,130.8097,728.883048139503,1.0,1.0,1.3,1.0,0.85,0,264.39,758.27
5,198.21,594.83,807.48,962.3188765411238,154.8388765411238,410,106.19637654112374,446.12250000000006,1.0,1.0,1.0,1.0,1.0,0,39.642,118.96600000000001
6,72.85,457.75,666.59,742.9992553812998,76.40925538129977,492,38.80427103682339,343.3125,1.0,0.85,1.0,1.0,1.0,0,12.141666666666666,76.29166666666667
8,297.64,481.09,835.08,973.1918211120685,138.11182111206847,656,128.11405424949237,360.8175,1.0,0.85,1.0,1.0,1.0,0,37.205,60.13625
7,237.33,1262.27,1452.17,1535.1793715284598,83.00937152845972,574,114.63333156814765,846.546039960312,1.0,1.0,1.0,1.0,1.0,0,33.90428571428571,180.3242857142857
5,195.73,1228.49,511.23,1379.7658413324361,868.5358413324361,410,104.86764936377654,844.8981919686596,1.0,1.0,1.0,1.0,1.0,20,39.146,245.698
8,276.28,1179.9,1522.6,1621.2444654601686,98.6444654601687,656,123.20125424949238,842.0432112106763,1.0,1.0,1.0,1.0,1.0,0,34.535,147.4875
8,302.24,1046.04,1353.77,1611.0519123944382,257.2819123944382,656,129.1720542494924,825.8798581449457,1.0,1.0,1.0,1.0,1.0,0,37.78,130.755
8,266.87,252.08,880.41,821.1824111120686,-59.22758888793135,656,121.03695424949238,189.06,1.0,0.85,1.0,1.0,1.0,0,33.35875,31.51
9,310.69,239.64,828.16,891.2437283333334,63.0837283333334,738,130.79203333333334,179.73,1.0,0.85,1.0,1.0,1.0,0,34.52111111111111,26.626666666666665
6,222.08,709.07,1031.34,1312.1717816343635,280.83178163436355,492,111.6103726474218,708.5614089869416,1.0,1.0,1.0,1.0,1.0,0,37.013333333333335,118.17833333333334
8,264.94,720.67,1019.85,1267.0654537011883,247.21545370118827,656,120.59305424949238,714.0721853989646,1.0,0.85,1.0,1.0,1.0,0,33.1175,90.08375
8,161.15,1230.37,1499.24,1586.129106742025,86.88910674202498,656,85.1330103115285,844.9960964304964,1.0,1.0,1.0,1.0,1.0,0,20.14375,153.79625
9,259.96,554.74,835.54,1082.2022633333333,246.66226333333339,738,119.12413333333332,416.055,1.0,0.85,1.0,1.0,1.0,0,28.88444444444444,61.63777777777778
9,97.85,518.56,850.57,1001.6861833333331,151.11618333333308,738,51.53433333333332,388.91999999999996,1.0,0.85,1.0,1.0,1.0,0,10.872222222222222,57.617777777777775
9,194.34,1054.93,1374.9,1668.309489407863,293.409489407863,738,102.35239999999999,827.9570894078632,1.0,1.0,1.0,1.0,1.0,0,21.593333333333334,117.21444444444445
9,332.35,374.61,830.45,981.5216333333332,151.07163333333312,738,135.77383333333333,280.9575,1.0,0.85,1.0,1.0,1.0,0,36.92777777777778,41.623333333333335
5,126.44,696.14,845.35,1179.4320829916692,334.08208299166915,410,67.74365496120117,701.688428030468,1.0,1.0,1.0,1.0,1.0,0,25.288,139.228
5,66.13,848.03,1050.25,1198.8974742180608,148.64747421806078,410,35.43093880563298,753.4665354124279,1.0,1.0,1.0,1.0,1.0,0,13.225999999999999,169.606
6,135.34,1144.13,1478.11,1403.489623102159,-74.62037689784097,492,72.09018589051034,839.3994372116485,1.0,1.0,1.0,1.0,1.0,0,22.55666666666667,190.68833333333336
6,233.7,346.98,648.57,736.5402767503084,87.97027675030836,492,114.28297264742179,260.235,1.0,0.85,1.0,1.0,1.0,0,38.949999999999996,57.830000000000005
9,849.0,1007.41,1785.47,2067.4979099514644,282.0279099514644,738,254.60333333333335,805.2209361896795,1.0,1.0,1.0,1.15,1.0,0,94.33333333333333,111.93444444444444
6,806.0,1760.64,1718.76,1597.2055391865597,-121.5544608134403,492,245.9119726474218,859.2935665391378,1.0,1.0,1.0,1.0,1.0,0,134.33333333333334,293.44
8,891.0,1194.36,2016.46,2028.0857900070575,11.625790007057503,656,264.5868542494924,842.9660066262101,1.0,1.0,1.0,1.15,1.0,0,111.375,149.295
9,1182.0,1342.24,2164.15,1918.9223707664619,-245.2276292335382,738,331.1933333333333,849.7290374331284,1.0,1.0,1.0,1.0,1.0,0,131.33333333333334,149.13777777777779
7,1010.0,1514.03,2063.98,1720.9460118867407,-343.0339881132593,574,292.34743156814767,854.5985803185931,1.0,1.0,1.0,1.0,1.0,0,144.28571428571428,216.29
8,892.0,1768.53,1902.37,2047.2692058205146,144.89920582051468,656,264.8168542494924,859.4172377683465,1.0,1.0,1.0,1.15,1.0,0,111.5,221.06625
6,825.0,1692.73,1817.77,1600.4548451790781,-217.31515482092186,492,250.2819726474218,858.1728725316564,1.0,1.0,1.0,1.0,1.0,0,137.5,282.12166666666667
8,1118.0,1758.52,1852.47,1832.0569726089898,-20.413027391010246,656,316.7968542494924,859.2601183594974,1.0,1.0,1.0,1.0,1.0,0,139.75,219.815
8,1064.0,1756.52,1857.04,1819.6053320274568,-37.43466797254314,656,304.3768542494924,859.2284777779643,1.0,1.0,1.0,1.0,1.0,0,133.0,219.565
6,811.0,1252.04,1771.8,1585.1324220972517,-186.66757790274823,492,247.06197264742178,846.07044944983,1.0,1.0,1.0,1.0,1.0,0,135.16666666666666,208.67333333333332
7,889.0,1417.96,1826.08,1690.6386154696638,-135.4413845303361,574,264.51743156814763,852.1211839015161,1.0,1.0,1.0,1.0,1.0,0,127.0,202.56571428571428
9,1012.0,1429.04,1880.76,2164.906913151589,284.14691315158893,738,292.09333333333336,852.4344172332657,1.0,1.0,1.0,1.15,1.0,0,112.44444444444444,158.78222222222223
6,909.0,1332.18,1720.21,1610.974045763062,-109.23595423693814,492,269.6019726474218,849.3720731156402,1.0,1.0,1.0,1.0,1.0,0,151.5,222.03
9,1096.0,1690.22,1894.85,1907.5427096622716,12.692709662271682,738,311.41333333333336,858.1293763289383,1.0,1.0,1.0,1.0,1.0,0,121.77777777777777,187.8022222222222
9,913.0,1021.29,1964.86,2097.877000044563,133.01700004456302,738,269.3233333333333,816.9175362706346,1.0,1.0,1.0,1.15,1.0,0,101.44444444444444,113.47666666666666
6,1006.0,1219.71,1803.97,1628.3420466206305,-175.6279533793695,492,291.9119726474218,844.4300739732087,1.0,1.0,1.0,1.0,1.0,0,167.66666666666666,203.285
6,907.0,1650.17,1737.86,1618.555100087256,-119.30489991274385,492,269.1419726474218,857.413127439834,1.0,1.0,1.0,1.0,1.0,0,151.16666666666666,275.02833333333336
9,816.0,1171.81,1780.58,2100.483653216383,319.9036532163832,738,247.01333333333332,841.4941912026521,1.0,1.0,1.0,1.15,1.0,0,90.66666666666667,130.20111111111112
7,1006.0,1181.33,2279.82,1707.5651288546223,-572.2548711453778,574,291.42743156814765,842.1376972864747,1.0,1.0,1.0,1.0,1.0,0,143.71428571428572,168.76142857142855
6,835.0,1404.28,1765.79,1596.3047893843236,-169.48521061567635,492,252.58197264742182,851.7228167369017,1.0,1.0,1.0,1.0,1.0,0,139.16666666666666,234.04666666666665
12,528.0,2476.41,1662.88,2031.3032306600107,368.42323066001063,984,180.05880215351698,867.2444285064936,1.0,1.0,1.0,1.0,1.0,0,44.0,206.36749999999998
4,69.0,2321.49,322.0,1251.1751377290675,929.1751377290675,328,37.260000000000005,865.9151377290676,1.0,1.0,1.0,1.0,1.0,20,17.25,580.3725
11,1179.0,31.36,1550.55,1255.5141815132442,-295.0358184867557,902,329.99418151324426,23.52,1.0,1.0,1.0,1.0,1.0,0,107.18181818181819,2.850909090909091
13,756.0,954.4,1793.07,1657.0768135475457,-135.9931864524542,1066,232.31760156980187,773.0284153646303,1.0,0.8,1.0,1.0,1.0,0,58.15384615384615,73.41538461538461
1,123.0,2076.65,1171.68,1123.562159935183,-48.117840064817074,82,71.33999999999999,863.4583347829712,1.0,1.0,1.3,1.0,0.85,0,123.0,2076.65
3,1162.0,2152.66,1434.71,1440.7738201241816,6.063820124181575,246,330.49760430703407,864.2762158171475,1.0,1.0,1.0,1.0,1.0,0,387.3333333333333,717.5533333333333
1,822.0,2170.53,1374.91,1332.1003391252582,-42.809660874741894,82,259.06,864.4606688916364,1.0,1.0,1.3,1.0,0.85,0,822.0,2170.53
11,558.0,1549.86,1823.47,1944.5698283357096,121.09982833570962,902,187.16418151324422,855.4056468224653,1.0,1.0,1.0,1.0,1.0,0,50.72727272727273,140.89636363636362
2,753.0,1111.16,1353.87,1368.885828008711,15.015828008711196,164,238.5037084989848,836.3069955812966,1.0,1.0,1.3,1.0,0.85,0,376.5,555.58
10,224.0,407.51,794.7,1050.780322617829,256.08032261782887,820,110.5796442562694,305.6325,1.0,0.85,1.0,1.0,1.0,0,22.4,40.751
6,383.0,462.79,800.3,839.5573017503086,39.25730175030867,492,148.62197264742179,347.09250000000003,1.0,0.85,1.0,1.0,1.0,0,63.833333333333336,77.13166666666667
8,1005.0,1391.37,1987.39,1798.1411960173837,-189.24880398261644,656,290.8068542494924,851.3343417678914,1.0,1.0,1.0,1.0,1.0,0,125.625,173.92125
10,1145.0,311.43,1366.61,1375.9821442562695,9.372144256269621,820,322.4096442562694,233.5725,1.0,1.0,1.0,1.0,1.0,0,114.5,31.143
5,1004.0,2367.63,1743.85,1568.4020822517236,-175.44791774827627,410,292.0754175279993,866.3266647237243,1.0,1.0,1.0,1.0,1.0,0,200.8,473.526
5,873.0,1402.35,1676.79,1523.6109520864566,-153.1790479135434,410,261.9454175279993,851.6655345584571,1.0,1.0,1.0,1.0,1.0,0,174.6,280.46999999999997
2,165.0,1813.32,1273.45,948.5404395847647,-324.9095604152353,164,91.83380951166244,860.0961194115903,1.0,1.0,1.0,1.0,0.85,0,82.5,906.66
5,1076.0,190.33,879.65,990.5903551571992,110.94035515719918,410,308.6354175279994,142.7475,1.15,1.0,1.0,1.0,1.0,0,215.2,38.066
12,986.0,2390.92,1760.0,2135.9279530711196,375.92795307111965,984,285.398802153517,866.5291509176028,1.0,1.0,1.0,1.0,1.0,0,82.16666666666667,199.24333333333334
7,948.0,657.17,1578.97,1525.5727682538945,-53.39723174610549,574,278.0874315681477,673.4853366857468,1.0,1.0,1.0,1.0,1.0,0,135.42857142857142,93.88142857142857
3,429.0,2400.13,1411.95,1274.5158948036458,-137.43410519635427,246,161.90760430703403,866.6082904966117,1.0,1.0,1.0,1.0,1.0,0,143.0,800.0433333333334
4,362.0,646.43,788.53,1305.84687494801,517.3168749480101,328,145.26,662.2590216939219,1.0,1.0,1.0,1.15,1.0,0,90.5,161.6075
2,622.0,1871.56,1494.23,1362.7951342601025,-131.43486573989753,164,208.37370849898477,860.9250555373071,1.0,1.0,1.3,1.0,0.85,0,311.0,935.78
1,140.0,255.99,150.34,375.1925,224.8525,82,81.19999999999999,191.9925,1.0,1.0,1.0,1.0,1.0,20,140.0,255.99
8,123.0,612.55,851.24,1117.180691646399,265.94069164639905,656,64.97896536343781,593.3512601029139,1.0,0.85,1.0,1.0,1.0,0,15.375,76.56875
4,87.0,2463.92,1413.52,1242.1225494512805,-171.39745054871946,328,46.980000000000004,867.1425494512804,1.0,1.0,1.0,1.0,1.0,0,21.75,615.98
10,164.0,1144.9,1516.43,1745.6118442583472,229.18184425834716,820,86.14890829014092,839.4629359682062,1.0,1.0,1.0,1.0,1.0,0,16.4,114.49000000000001
1,989.0,2196.84,1439.17,1374.8378850799354,-64.33211492006467,82,297.46999999999997,864.7271810678149,1.0,1.0,1.3,1.0,0.85,0,989.0,2196.84
